month,year,product,location,demand_kg
4,2022,Turnips,Jaffna,1459
4,2022,Turnips,Kilinochchi,1521
4,2022,Turnips,Mannar,1256
4,2022,Turnips,Vavuniya,1394
4,2022,Turnips,Mullaitivu,1178
4,2022,Turnips,Batticaloa,1266
4,2022,Turnips,Ampara,1130
4,2022,Turnips,Trincomalee,1253
4,2022,Turnips,Kurunegala,1049
4,2022,Turnips,Puttalam,1539
4,2022,Turnips,Anuradhapura,1073
4,2022,Turnips,Polonnaruwa,1441
4,2022,Turnips,Badulla,1405
4,2022,Turnips,Monaragala,1337
4,2022,Turnips,Ratnapura,1262
4,2022,Turnips,Kegalle,1576
4,2022,Tomatoes,Colombo,1298
4,2022,Tomatoes,Gampaha,1288
4,2022,Tomatoes,Kalutara,1385
4,2022,Tomatoes,Kandy,1335
4,2022,Tomatoes,Matale,1466
4,2022,Tomatoes,Nuwara Eliya,1020
4,2022,Tomatoes,Galle,1392
4,2022,Tomatoes,Matara,1359
4,2022,Tomatoes,Hambantota,1298
4,2022,Tomatoes,Jaffna,1297
4,2022,Tomatoes,Kilinochchi,1205
4,2022,Tomatoes,Mannar,1710
4,2022,Tomatoes,Vavuniya,1402
4,2022,Tomatoes,Mullaitivu,974
4,2022,Tomatoes,Batticaloa,1441
4,2022,Tomatoes,Ampara,1123
4,2022,Tomatoes,Trincomalee,1647
4,2022,Tomatoes,Kurunegala,1168
4,2022,Tomatoes,Puttalam,1485
4,2022,Tomatoes,Anuradhapura,1285
4,2022,Tomatoes,Polonnaruwa,1147
4,2022,Tomatoes,Badulla,1154
4,2022,Tomatoes,Monaragala,1434
4,2022,Tomatoes,Ratnapura,1448
4,2022,Tomatoes,Kegalle,1417
5,2022,Carrots,Colombo,441
5,2022,Carrots,Gampaha,749
5,2022,Carrots,Kalutara,735
5,2022,Carrots,Kandy,793
5,2022,Carrots,Matale,761
5,2022,Carrots,Nuwara Eliya,496
5,2022,Carrots,Galle,663
5,2022,Carrots,Matara,567
5,2022,Carrots,Hambantota,402
5,2022,Carrots,Jaffna,571
5,2022,Carrots,Kilinochchi,728
5,2022,Carrots,Mannar,429
5,2022,Carrots,Vavuniya,744
5,2022,Carrots,Mullaitivu,660
5,2022,Carrots,Batticaloa,663
5,2022,Carrots,Ampara,683
5,2022,Carrots,Trincomalee,410
5,2022,Carrots,Kurunegala,409
5,2022,Carrots,Puttalam,765
5,2022,Carrots,Anuradhapura,491
5,2022,Carrots,Polonnaruwa,547
5,2022,Carrots,Badulla,476
5,2022,Carrots,Monaragala,434
5,2022,Carrots,Ratnapura,704
5,2022,Carrots,Kegalle,785
5,2022,Potatoes,Colombo,772
5,2022,Potatoes,Gampaha,627
5,2022,Potatoes,Kalutara,407
5,2022,Potatoes,Kandy,576
5,2022,Potatoes,Matale,520
5,2022,Potatoes,Nuwara Eliya,650
5,2022,Potatoes,Galle,781
5,2022,Potatoes,Matara,462
5,2022,Potatoes,Hambantota,494
5,2022,Potatoes,Jaffna,541
5,2022,Potatoes,Kilinochchi,779
5,2022,Potatoes,Mannar,583
5,2022,Potatoes,Vavuniya,634
5,2022,Potatoes,Mullaitivu,553
5,2022,Potatoes,Batticaloa,573
5,2022,Potatoes,Ampara,434
5,2022,Potatoes,Trincomalee,552
5,2022,Potatoes,Kurunegala,621
5,2022,Potatoes,Puttalam,550
5,2022,Potatoes,Anuradhapura,582
5,2022,Potatoes,Polonnaruwa,613
5,2022,Potatoes,Badulla,742
5,2022,Potatoes,Monaragala,407
5,2022,Potatoes,Ratnapura,772
5,2022,Potatoes,Kegalle,438
5,2022,Beans,Colombo,729
5,2022,Beans,Gampaha,545
5,2022,Beans,Kalutara,409
5,2022,Beans,Kandy,773
5,2022,Beans,Matale,785
5,2022,Beans,Nuwara Eliya,504
5,2022,Beans,Galle,625
5,2022,Beans,Matara,683
5,2022,Beans,Hambantota,756
5,2022,Beans,Jaffna,753
5,2022,Beans,Kilinochchi,442
5,2022,Beans,Mannar,541
5,2022,Beans,Vavuniya,533
5,2022,Beans,Mullaitivu,702
5,2022,Beans,Batticaloa,756
5,2022,Beans,Ampara,497
5,2022,Beans,Trincomalee,506
5,2022,Beans,Kurunegala,612
5,2022,Beans,Puttalam,510
5,2022,Beans,Anuradhapura,472
5,2022,Beans,Polonnaruwa,514
5,2022,Beans,Badulla,795
5,2022,Beans,Monaragala,773
5,2022,Beans,Ratnapura,794
5,2022,Beans,Kegalle,405
5,2022,Turnips,Colombo,745
5,2022,Turnips,Gampaha,490
5,2022,Turnips,Kalutara,540
5,2022,Turnips,Kandy,591
5,2022,Turnips,Matale,627
5,2022,Turnips,Nuwara Eliya,485
5,2022,Turnips,Galle,776
5,2022,Turnips,Matara,753
5,2022,Turnips,Hambantota,615
5,2022,Turnips,Jaffna,789
5,2022,Turnips,Kilinochchi,533
5,2022,Turnips,Mannar,632
5,2022,Turnips,Vavuniya,583
5,2022,Turnips,Mullaitivu,431
5,2022,Turnips,Batticaloa,659
5,2022,Turnips,Ampara,595
5,2022,Turnips,Trincomalee,481
5,2022,Turnips,Kurunegala,436
5,2022,Turnips,Puttalam,697
5,2022,Turnips,Anuradhapura,437
5,2022,Turnips,Polonnaruwa,465
5,2022,Turnips,Badulla,722
5,2022,Turnips,Monaragala,741
5,2022,Turnips,Ratnapura,704
5,2022,Turnips,Kegalle,536
5,2022,Tomatoes,Colombo,468
5,2022,Tomatoes,Gampaha,433
5,2022,Tomatoes,Kalutara,528
5,2022,Tomatoes,Kandy,521
5,2022,Tomatoes,Matale,729
5,2022,Tomatoes,Nuwara Eliya,771
5,2022,Tomatoes,Galle,426
5,2022,Tomatoes,Matara,411
5,2022,Tomatoes,Hambantota,736
5,2022,Tomatoes,Jaffna,466
5,2022,Tomatoes,Kilinochchi,459
5,2022,Tomatoes,Mannar,465
5,2022,Tomatoes,Vavuniya,401
5,2022,Tomatoes,Mullaitivu,788
5,2022,Tomatoes,Batticaloa,747
5,2022,Tomatoes,Ampara,598
5,2022,Tomatoes,Trincomalee,401
5,2022,Tomatoes,Kurunegala,775
5,2022,Tomatoes,Puttalam,553
5,2022,Tomatoes,Anuradhapura,748
5,2022,Tomatoes,Polonnaruwa,497
5,2022,Tomatoes,Badulla,783
5,2022,Tomatoes,Monaragala,601
5,2022,Tomatoes,Ratnapura,544
5,2022,Tomatoes,Kegalle,561
6,2022,Carrots,Colombo,500
6,2022,Carrots,Gampaha,607
6,2022,Carrots,Kalutara,791
6,2022,Carrots,Kandy,482
6,2022,Carrots,Matale,476
6,2022,Carrots,Nuwara Eliya,744
6,2022,Carrots,Galle,448
6,2022,Carrots,Matara,544
6,2022,Carrots,Hambantota,763
6,2022,Carrots,Jaffna,528
6,2022,Carrots,Kilinochchi,760
6,2022,Carrots,Mannar,703
6,2022,Carrots,Vavuniya,654
6,2022,Carrots,Mullaitivu,468
6,2022,Carrots,Batticaloa,430
6,2022,Carrots,Ampara,709
6,2022,Carrots,Trincomalee,586
6,2022,Carrots,Kurunegala,517
6,2022,Carrots,Puttalam,474
6,2022,Carrots,Anuradhapura,649
6,2022,Carrots,Polonnaruwa,639
6,2022,Carrots,Badulla,732
6,2022,Carrots,Monaragala,668
6,2022,Carrots,Ratnapura,754
6,2022,Carrots,Kegalle,665
6,2022,Potatoes,Colombo,690
6,2022,Potatoes,Gampaha,440
6,2022,Potatoes,Kalutara,450
6,2022,Potatoes,Kandy,702
6,2022,Potatoes,Matale,771
6,2022,Potatoes,Nuwara Eliya,770
6,2022,Potatoes,Galle,570
6,2022,Potatoes,Matara,754
6,2022,Potatoes,Hambantota,516
6,2022,Potatoes,Jaffna,529
6,2022,Potatoes,Kilinochchi,582
6,2022,Potatoes,Mannar,605
6,2022,Potatoes,Vavuniya,423
6,2022,Potatoes,Mullaitivu,736
6,2022,Potatoes,Batticaloa,584
6,2022,Potatoes,Ampara,736
6,2022,Potatoes,Trincomalee,736
6,2022,Potatoes,Kurunegala,602
6,2022,Potatoes,Puttalam,620
6,2022,Potatoes,Anuradhapura,686
6,2022,Potatoes,Polonnaruwa,750
6,2022,Potatoes,Badulla,543
6,2022,Potatoes,Monaragala,674
6,2022,Potatoes,Ratnapura,780
6,2022,Potatoes,Kegalle,525
6,2022,Beans,Colombo,608
6,2022,Beans,Gampaha,575
6,2022,Beans,Kalutara,738
6,2022,Beans,Kandy,447
6,2022,Beans,Matale,413
6,2022,Beans,Nuwara Eliya,676
6,2022,Beans,Galle,732
6,2022,Beans,Matara,551
6,2022,Beans,Hambantota,597
6,2022,Beans,Jaffna,609
6,2022,Beans,Kilinochchi,731
6,2022,Beans,Mannar,756
6,2022,Beans,Vavuniya,587
6,2022,Beans,Mullaitivu,738
6,2022,Beans,Batticaloa,658
6,2022,Beans,Ampara,408
6,2022,Beans,Trincomalee,422
6,2022,Beans,Kurunegala,768
6,2022,Beans,Puttalam,770
6,2022,Beans,Anuradhapura,596
6,2022,Beans,Polonnaruwa,576
6,2022,Beans,Badulla,470
6,2022,Beans,Monaragala,704
6,2022,Beans,Ratnapura,675
6,2022,Beans,Kegalle,474
6,2022,Turnips,Colombo,401
6,2022,Turnips,Gampaha,637
6,2022,Turnips,Kalutara,527
6,2022,Turnips,Kandy,522
6,2022,Turnips,Matale,440
6,2022,Turnips,Nuwara Eliya,581
6,2022,Turnips,Galle,625
6,2022,Turnips,Matara,557
6,2022,Turnips,Hambantota,632
6,2022,Turnips,Jaffna,568
6,2022,Turnips,Kilinochchi,731
6,2022,Turnips,Mannar,770
6,2022,Turnips,Vavuniya,636
6,2022,Turnips,Mullaitivu,736
6,2022,Turnips,Batticaloa,792
6,2022,Turnips,Ampara,641
6,2022,Turnips,Trincomalee,591
6,2022,Turnips,Kurunegala,762
6,2022,Turnips,Puttalam,698
6,2022,Turnips,Anuradhapura,578
6,2022,Turnips,Polonnaruwa,674
6,2022,Turnips,Badulla,531
6,2022,Turnips,Monaragala,559
6,2022,Turnips,Ratnapura,406
6,2022,Turnips,Kegalle,692
6,2022,Tomatoes,Colombo,713
6,2022,Tomatoes,Gampaha,733
6,2022,Tomatoes,Kalutara,529
6,2022,Tomatoes,Kandy,411
6,2022,Tomatoes,Matale,504
6,2022,Tomatoes,Nuwara Eliya,758
6,2022,Tomatoes,Galle,640
6,2022,Tomatoes,Matara,747
6,2022,Tomatoes,Hambantota,488
6,2022,Tomatoes,Jaffna,665
6,2022,Tomatoes,Kilinochchi,791
6,2022,Tomatoes,Mannar,679
6,2022,Tomatoes,Vavuniya,701
6,2022,Tomatoes,Mullaitivu,557
6,2022,Tomatoes,Batticaloa,671
6,2022,Tomatoes,Ampara,782
6,2022,Tomatoes,Trincomalee,626
