month,year,product,location,demand_kg
1,2022,Tomatoes,Anuradhapura,1092
1,2022,Turnips,Anuradhapura,704
1,2022,Cabbage,Anuradhapura,1233
1,2022,Potatoes,Anuradhapura,1362
1,2022,Leeks,Anuradhapura,353
1,2022,Beetroot,Anuradhapura,1346
1,2022,Brinjals,Anuradhapura,738
1,2022,Cauliflower,Anuradhapura,574
1,2022,Carrots,Badulla,1164
1,2022,Beans,Badulla,1370
1,2022,Tomatoes,Badulla,581
1,2022,Turnips,Badulla,929
1,2022,Cabbage,Badulla,970
1,2022,Potatoes,Badulla,345
1,2022,Leeks,Badulla,485
1,2022,Beetroot,Badulla,1282
1,2022,Brinjals,Badulla,270
1,2022,Cauliflower,Badulla,477
1,2022,Carrots,Jaffna,1057
1,2022,Beans,Jaffna,1115
1,2022,Tomatoes,Jaffna,269
1,2022,Turnips,Jaffna,1264
1,2022,Cabbage,Jaffna,729
1,2022,Potatoes,Jaffna,1163
1,2022,Leeks,Jaffna,266
1,2022,Beetroot,Jaffna,866
1,2022,Brinjals,Jaffna,1377
1,2022,Cauliflower,Jaffna,1132
1,2022,Carrots,Trincomalee,1002
1,2022,Beans,Trincomalee,1033
1,2022,Tomatoes,Trincomalee,947
1,2022,Turnips,Trincomalee,443
1,2022,Cabbage,Trincomalee,608
1,2022,Potatoes,Trincomalee,546
1,2022,Leeks,Trincomalee,613
1,2022,Beetroot,Trincomalee,1374
1,2022,Brinjals,Trincomalee,1212
1,2022,Cauliflower,Trincomalee,1220
2,2022,Carrots,Colombo,913
2,2022,Beans,Colombo,1479
2,2022,Tomatoes,Colombo,1363
2,2022,Turnips,Colombo,751
2,2022,Cabbage,Colombo,985
2,2022,Potatoes,Colombo,1424
2,2022,Leeks,Colombo,972
2,2022,Beetroot,Colombo,1484
2,2022,Brinjals,Colombo,1066
2,2022,Cauliflower,Colombo,1268
2,2022,Carrots,Gampaha,1311
2,2022,Beans,Gampaha,918
2,2022,Tomatoes,Gampaha,318
2,2022,Turnips,Gampaha,811
2,2022,Cabbage,Gampaha,571
2,2022,Potatoes,Gampaha,348
2,2022,Leeks,Gampaha,1474
2,2022,Beetroot,Gampaha,597
2,2022,Brinjals,Gampaha,934
2,2022,Cauliflower,Gampaha,1310
2,2022,Carrots,Kandy,1394
2,2022,Beans,Kandy,573
2,2022,Tomatoes,Kandy,941
2,2022,Turnips,Kandy,723
2,2022,Cabbage,Kandy,1457
2,2022,Potatoes,Kandy,281
2,2022,Leeks,Kandy,301
2,2022,Beetroot,Kandy,658
2,2022,Brinjals,Kandy,1300
2,2022,Cauliflower,Kandy,508
2,2022,Carrots,Kurunegala,704
2,2022,Beans,Kurunegala,899
2,2022,Tomatoes,Kurunegala,414
2,2022,Turnips,Kurunegala,1325
2,2022,Cabbage,Kurunegala,686
2,2022,Potatoes,Kurunegala,415
2,2022,Leeks,Kurunegala,1446
2,2022,Beetroot,Kurunegala,733
2,2022,Brinjals,Kurunegala,790
2,2022,Cauliflower,Kurunegala,782
2,2022,Carrots,Galle,975
2,2022,Beans,Galle,1004
2,2022,Tomatoes,Galle,801
2,2022,Turnips,Galle,230
2,2022,Cabbage,Galle,1202
2,2022,Potatoes,Galle,581
2,2022,Leeks,Galle,1279
2,2022,Beetroot,Galle,983
2,2022,Brinjals,Galle,872
2,2022,Cauliflower,Galle,638
2,2022,Carrots,Matara,363
2,2022,Beans,Matara,304
2,2022,Tomatoes,Matara,1239
2,2022,Turnips,Matara,1385
2,2022,Cabbage,Matara,873
2,2022,Potatoes,Matara,1239
2,2022,Leeks,Matara,608
2,2022,Beetroot,Matara,1206
2,2022,Brinjals,Matara,244
2,2022,Cauliflower,Matara,1067
2,2022,Carrots,Anuradhapura,745
2,2022,Beans,Anuradhapura,1339
2,2022,Tomatoes,Anuradhapura,1252
2,2022,Turnips,Anuradhapura,312
2,2022,Cabbage,Anuradhapura,969
2,2022,Potatoes,Anuradhapura,1227
2,2022,Leeks,Anuradhapura,636
2,2022,Beetroot,Anuradhapura,309
2,2022,Brinjals,Anuradhapura,921
2,2022,Cauliflower,Anuradhapura,309
2,2022,Carrots,Badulla,597
2,2022,Beans,Badulla,1199
2,2022,Tomatoes,Badulla,511
2,2022,Turnips,Badulla,269
2,2022,Cabbage,Badulla,822
2,2022,Potatoes,Badulla,896
2,2022,Leeks,Badulla,697
2,2022,Beetroot,Badulla,1305
2,2022,Brinjals,Badulla,841
2,2022,Cauliflower,Badulla,688
2,2022,Carrots,Jaffna,1407
2,2022,Beans,Jaffna,923
2,2022,Tomatoes,Jaffna,1484
2,2022,Turnips,Jaffna,1073
2,2022,Cabbage,Jaffna,336
2,2022,Potatoes,Jaffna,1133
2,2022,Leeks,Jaffna,1473
2,2022,Beetroot,Jaffna,621
2,2022,Brinjals,Jaffna,860
2,2022,Cauliflower,Jaffna,280
2,2022,Carrots,Trincomalee,1433
2,2022,Beans,Trincomalee,257
2,2022,Tomatoes,Trincomalee,700
2,2022,Turnips,Trincomalee,1164
2,2022,Cabbage,Trincomalee,249
2,2022,Potatoes,Trincomalee,1205
2,2022,Leeks,Trincomalee,1080
2,2022,Beetroot,Trincomalee,1344
2,2022,Brinjals,Trincomalee,1254
2,2022,Cauliflower,Trincomalee,773
3,2022,Carrots,Colombo,943
3,2022,Beans,Colombo,435
3,2022,Tomatoes,Colombo,865
3,2022,Turnips,Colombo,831
3,2022,Cabbage,Colombo,974
3,2022,Potatoes,Colombo,917
3,2022,Leeks,Colombo,1355
3,2022,Beetroot,Colombo,561
3,2022,Brinjals,Colombo,1253
3,2022,Cauliflower,Colombo,698
3,2022,Carrots,Gampaha,817
3,2022,Beans,Gampaha,915
3,2022,Tomatoes,Gampaha,1429
3,2022,Turnips,Gampaha,1404
3,2022,Cabbage,Gampaha,532
3,2022,Potatoes,Gampaha,811
3,2022,Leeks,Gampaha,592
3,2022,Beetroot,Gampaha,443
3,2022,Brinjals,Gampaha,1250
3,2022,Cauliflower,Gampaha,264
3,2022,Carrots,Kandy,1185
3,2022,Beans,Kandy,366
3,2022,Tomatoes,Kandy,1409
3,2022,Turnips,Kandy,1031
3,2022,Cabbage,Kandy,428
3,2022,Potatoes,Kandy,547
3,2022,Leeks,Kandy,1330
3,2022,Beetroot,Kandy,1386
3,2022,Brinjals,Kandy,700
3,2022,Cauliflower,Kandy,1469
3,2022,Carrots,Kurunegala,985
3,2022,Beans,Kurunegala,1463
3,2022,Tomatoes,Kurunegala,1429
3,2022,Turnips,Kurunegala,392
3,2022,Cabbage,Kurunegala,600
3,2022,Potatoes,Kurunegala,1398
3,2022,Leeks,Kurunegala,1106
3,2022,Beetroot,Kurunegala,603
3,2022,Brinjals,Kurunegala,573
3,2022,Cauliflower,Kurunegala,326
3,2022,Carrots,Galle,1090
3,2022,Beans,Galle,1004
3,2022,Tomatoes,Galle,1090
3,2022,Turnips,Galle,1420
3,2022,Cabbage,Galle,900
3,2022,Potatoes,Galle,404
3,2022,Leeks,Galle,622
3,2022,Beetroot,Galle,549
3,2022,Brinjals,Galle,1322
3,2022,Cauliflower,Galle,1144
3,2022,Carrots,Matara,240
3,2022,Beans,Matara,309
3,2022,Tomatoes,Matara,472
3,2022,Turnips,Matara,423
3,2022,Cabbage,Matara,409
3,2022,Potatoes,Matara,809
3,2022,Leeks,Matara,1326
3,2022,Beetroot,Matara,1058
3,2022,Brinjals,Matara,1015
3,2022,Cauliflower,Matara,313
3,2022,Carrots,Anuradhapura,709
3,2022,Beans,Anuradhapura,1226
3,2022,Tomatoes,Anuradhapura,1481
3,2022,Turnips,Anuradhapura,679
3,2022,Cabbage,Anuradhapura,1122
3,2022,Potatoes,Anuradhapura,259
3,2022,Leeks,Anuradhapura,334
3,2022,Beetroot,Anuradhapura,278
3,2022,Brinjals,Anuradhapura,1100
3,2022,Cauliflower,Anuradhapura,1051
3,2022,Carrots,Badulla,990
3,2022,Beans,Badulla,1130
3,2022,Tomatoes,Badulla,1479
3,2022,Turnips,Badulla,341
3,2022,Cabbage,Badulla,493
3,2022,Potatoes,Badulla,925
3,2022,Leeks,Badulla,1320
3,2022,Beetroot,Badulla,1484
3,2022,Brinjals,Badulla,551
3,2022,Cauliflower,Badulla,444
3,2022,Carrots,Jaffna,1135
3,2022,Beans,Jaffna,1249
3,2022,Tomatoes,Jaffna,246
3,2022,Turnips,Jaffna,887
3,2022,Cabbage,Jaffna,1003
3,2022,Potatoes,Jaffna,394
3,2022,Leeks,Jaffna,653
3,2022,Beetroot,Jaffna,370
3,2022,Brinjals,Jaffna,200
3,2022,Cauliflower,Jaffna,767
3,2022,Carrots,Trincomalee,1312
3,2022,Beans,Trincomalee,564
3,2022,Tomatoes,Trincomalee,932
3,2022,Turnips,Trincomalee,652
3,2022,Cabbage,Trincomalee,422
3,2022,Potatoes,Trincomalee,857
3,2022,Leeks,Trincomalee,298
3,2022,Beetroot,Trincomalee,679
3,2022,Brinjals,Trincomalee,1474
3,2022,Cauliflower,Trincomalee,584
4,2022,Carrots,Colombo,510
4,2022,Beans,Colombo,530
4,2022,Tomatoes,Colombo,446
4,2022,Turnips,Colombo,220
4,2022,Cabbage,Colombo,894
4,2022,Potatoes,Colombo,1258
4,2022,Leeks,Colombo,1180
4,2022,Beetroot,Colombo,1322
4,2022,Brinjals,Colombo,1230
4,2022,Cauliflower,Colombo,727
4,2022,Carrots,Gampaha,1355
4,2022,Beans,Gampaha,1219
4,2022,Tomatoes,Gampaha,293
4,2022,Turnips,Gampaha,1305
4,2022,Cabbage,Gampaha,486
4,2022,Potatoes,Gampaha,608
4,2022,Leeks,Gampaha,777
4,2022,Beetroot,Gampaha,1034
4,2022,Brinjals,Gampaha,1015
4,2022,Cauliflower,Gampaha,889
4,2022,Carrots,Kandy,1404
4,2022,Beans,Kandy,860
4,2022,Tomatoes,Kandy,744
4,2022,Turnips,Kandy,577
4,2022,Cabbage,Kandy,770
4,2022,Potatoes,Kandy,1358
4,2022,Leeks,Kandy,653
4,2022,Beetroot,Kandy,1399
4,2022,Brinjals,Kandy,502
4,2022,Cauliflower,Kandy,218
4,2022,Carrots,Kurunegala,642
4,2022,Beans,Kurunegala,707
4,2022,Tomatoes,Kurunegala,307
4,2022,Turnips,Kurunegala,780
4,2022,Cabbage,Kurunegala,842
4,2022,Potatoes,Kurunegala,399
4,2022,Leeks,Kurunegala,1165
4,2022,Beetroot,Kurunegala,1093
4,2022,Brinjals,Kurunegala,1483
4,2022,Cauliflower,Kurunegala,341
4,2022,Carrots,Galle,1446
4,2022,Beans,Galle,515
4,2022,Tomatoes,Galle,1478
4,2022,Turnips,Galle,1217
4,2022,Cabbage,Galle,1092
4,2022,Potatoes,Galle,1445
4,2022,Leeks,Galle,798
4,2022,Beetroot,Galle,1484
4,2022,Brinjals,Galle,1066
4,2022,Cauliflower,Galle,494
4,2022,Carrots,Matara,431
4,2022,Beans,Matara,309
4,2022,Tomatoes,Matara,601
4,2022,Turnips,Matara,511
4,2022,Cabbage,Matara,1062
4,2022,Potatoes,Matara,1152
4,2022,Leeks,Matara,1146
4,2022,Beetroot,Matara,1201
4,2022,Brinjals,Matara,1442
4,2022,Cauliflower,Matara,444
4,2022,Carrots,Anuradhapura,548
4,2022,Beans,Anuradhapura,893
4,2022,Tomatoes,Anuradhapura,1089
4,2022,Turnips,Anuradhapura,223
4,2022,Cabbage,Anuradhapura,337
4,2022,Potatoes,Anuradhapura,1379
4,2022,Leeks,Anuradhapura,295
4,2022,Beetroot,Anuradhapura,571
4,2022,Brinjals,Anuradhapura,832
4,2022,Cauliflower,Anuradhapura,351
4,2022,Carrots,Badulla,1002
4,2022,Beans,Badulla,546
4,2022,Tomatoes,Badulla,1170
4,2022,Turnips,Badulla,1098
4,2022,Cabbage,Badulla,1359
4,2022,Potatoes,Badulla,861
4,2022,Leeks,Badulla,1286
4,2022,Beetroot,Badulla,809
4,2022,Brinjals,Badulla,921
4,2022,Cauliflower,Badulla,1352
4,2022,Carrots,Jaffna,695
4,2022,Beans,Jaffna,673
4,2022,Tomatoes,Jaffna,1443
4,2022,Turnips,Jaffna,618
4,2022,Cabbage,Jaffna,1036
4,2022,Potatoes,Jaffna,521
4,2022,Leeks,Jaffna,1070
4,2022,Beetroot,Jaffna,596
4,2022,Brinjals,Jaffna,1011
4,2022,Cauliflower,Jaffna,519
4,2022,Carrots,Trincomalee,1218
4,2022,Beans,Trincomalee,513
4,2022,Tomatoes,Trincomalee,1132
4,2022,Turnips,Trincomalee,702
4,2022,Cabbage,Trincomalee,838
4,2022,Potatoes,Trincomalee,1084
4,2022,Leeks,Trincomalee,1214
4,2022,Beetroot,Trincomalee,326
4,2022,Brinjals,Trincomalee,1262
4,2022,Cauliflower,Trincomalee,1081
5,2022,Carrots,Colombo,655
5,2022,Beans,Colombo,745
5,2022,Tomatoes,Colombo,896
5,2022,Turnips,Colombo,535
5,2022,Cabbage,Colombo,1486
5,2022,Potatoes,Colombo,1422
5,2022,Leeks,Colombo,1223
5,2022,Beetroot,Colombo,548
5,2022,Brinjals,Colombo,1300
5,2022,Cauliflower,Colombo,425
5,2022,Carrots,Gampaha,1119
5,2022,Beans,Gampaha,780
5,2022,Tomatoes,Gampaha,784
5,2022,Turnips,Gampaha,1138
5,2022,Cabbage,Gampaha,710
5,2022,Potatoes,Gampaha,1271
5,2022,Leeks,Gampaha,529
5,2022,Beetroot,Gampaha,1431
5,2022,Brinjals,Gampaha,562
5,2022,Cauliflower,Gampaha,280
5,2022,Carrots,Kandy,1449
5,2022,Beans,Kandy,1478
5,2022,Tomatoes,Kandy,1019
5,2022,Turnips,Kandy,1393
5,2022,Cabbage,Kandy,881
5,2022,Potatoes,Kandy,478
5,2022,Leeks,Kandy,590
5,2022,Beetroot,Kandy,804
5,2022,Brinjals,Kandy,383
5,2022,Cauliflower,Kandy,1382
5,2022,Carrots,Kurunegala,473
5,2022,Beans,Kurunegala,1402
5,2022,Tomatoes,Kurunegala,1129
5,2022,Turnips,Kurunegala,950
5,2022,Cabbage,Kurunegala,667
5,2022,Potatoes,Kurunegala,1186
5,2022,Leeks,Kurunegala,801
5,2022,Beetroot,Kurunegala,856
5,2022,Brinjals,Kurunegala,318
5,2022,Cauliflower,Kurunegala,770
5,2022,Carrots,Galle,1087
5,2022,Beans,Galle,1032
5,2022,Tomatoes,Galle,743
5,2022,Turnips,Galle,347
5,2022,Cabbage,Galle,429
5,2022,Potatoes,Galle,1468
5,2022,Leeks,Galle,398
5,2022,Beetroot,Galle,926
5,2022,Brinjals,Galle,686
5,2022,Cauliflower,Galle,383
5,2022,Carrots,Matara,362
5,2022,Beans,Matara,510
5,2022,Tomatoes,Matara,1170
5,2022,Turnips,Matara,529
5,2022,Cabbage,Matara,708
5,2022,Potatoes,Matara,240
5,2022,Leeks,Matara,430
5,2022,Beetroot,Matara,315
5,2022,Brinjals,Matara,1130
5,2022,Cauliflower,Matara,1414
5,2022,Carrots,Anuradhapura,1270
5,2022,Beans,Anuradhapura,1238
5,2022,Tomatoes,Anuradhapura,1071
5,2022,Turnips,Anuradhapura,1133
5,2022,Cabbage,Anuradhapura,912
5,2022,Potatoes,Anuradhapura,1062
5,2022,Leeks,Anuradhapura,1278
5,2022,Beetroot,Anuradhapura,348
5,2022,Brinjals,Anuradhapura,799
5,2022,Cauliflower,Anuradhapura,891
5,2022,Carrots,Badulla,509
5,2022,Beans,Badulla,422
5,2022,Tomatoes,Badulla,811
5,2022,Turnips,Badulla,1229
5,2022,Cabbage,Badulla,485
5,2022,Potatoes,Badulla,327
5,2022,Leeks,Badulla,633
5,2022,Beetroot,Badulla,1257
5,2022,Brinjals,Badulla,1471
5,2022,Cauliflower,Badulla,937
5,2022,Carrots,Jaffna,898
5,2022,Beans,Jaffna,1096
5,2022,Tomatoes,Jaffna,1409
5,2022,Turnips,Jaffna,851
5,2022,Cabbage,Jaffna,1134
5,2022,Potatoes,Jaffna,923
5,2022,Leeks,Jaffna,531
5,2022,Beetroot,Jaffna,588
5,2022,Brinjals,Jaffna,874
5,2022,Cauliflower,Jaffna,645
5,2022,Carrots,Trincomalee,740
5,2022,Beans,Trincomalee,1268
5,2022,Tomatoes,Trincomalee,1439
5,2022,Turnips,Trincomalee,418
5,2022,Cabbage,Trincomalee,667
5,2022,Potatoes,Trincomalee,443
5,2022,Leeks,Trincomalee,1463
5,2022,Beetroot,Trincomalee,530
5,2022,Brinjals,Trincomalee,936
5,2022,Cauliflower,Trincomalee,525
6,2022,Carrots,Colombo,900
6,2022,Beans,Colombo,1220
6,2022,Tomatoes,Colombo,1314
6,2022,Turnips,Colombo,1228
6,2022,Cabbage,Colombo,456
6,2022,Potatoes,Colombo,784
6,2022,Leeks,Colombo,1341
6,2022,Beetroot,Colombo,680
6,2022,Brinjals,Colombo,818
6,2022,Cauliflower,Colombo,379
6,2022,Carrots,Gampaha,713
6,2022,Beans,Gampaha,1062
6,2022,Tomatoes,Gampaha,1403
6,2022,Turnips,Gampaha,283
6,2022,Cabbage,Gampaha,839
6,2022,Potatoes,Gampaha,341
6,2022,Leeks,Gampaha,1175
6,2022,Beetroot,Gampaha,981
6,2022,Brinjals,Gampaha,628
6,2022,Cauliflower,Gampaha,383
6,2022,Carrots,Kandy,844
6,2022,Beans,Kandy,807
6,2022,Tomatoes,Kandy,444
6,2022,Turnips,Kandy,1192
6,2022,Cabbage,Kandy,1030
6,2022,Potatoes,Kandy,947
6,2022,Leeks,Kandy,277
6,2022,Beetroot,Kandy,574
6,2022,Brinjals,Kandy,1331
6,2022,Cauliflower,Kandy,551
6,2022,Carrots,Kurunegala,241
6,2022,Beans,Kurunegala,507
6,2022,Tomatoes,Kurunegala,599
6,2022,Turnips,Kurunegala,687
6,2022,Cabbage,Kurunegala,1260
6,2022,Potatoes,Kurunegala,1108
6,2022,Leeks,Kurunegala,593
6,2022,Beetroot,Kurunegala,1452
6,2022,Brinjals,Kurunegala,1349
6,2022,Cauliflower,Kurunegala,1305
6,2022,Carrots,Galle,805
6,2022,Beans,Galle,760
6,2022,Tomatoes,Galle,1199
6,2022,Turnips,Galle,1054
6,2022,Cabbage,Galle,1490
6,2022,Potatoes,Galle,806
6,2022,Leeks,Galle,724
6,2022,Beetroot,Galle,311
6,2022,Brinjals,Galle,712
6,2022,Cauliflower,Galle,486
6,2022,Carrots,Matara,716
6,2022,Beans,Matara,491
6,2022,Tomatoes,Matara,1068
6,2022,Turnips,Matara,345
6,2022,Cabbage,Matara,835
6,2022,Potatoes,Matara,1181
6,2022,Leeks,Matara,508
6,2022,Beetroot,Matara,229
6,2022,Brinjals,Matara,1344
6,2022,Cauliflower,Matara,861
6,2022,Carrots,Anuradhapura,1158
6,2022,Beans,Anuradhapura,1204
6,2022,Tomatoes,Anuradhapura,211
6,2022,Turnips,Anuradhapura,303
6,2022,Cabbage,Anuradhapura,1321
6,2022,Potatoes,Anuradhapura,898
6,2022,Leeks,Anuradhapura,1038
6,2022,Beetroot,Anuradhapura,1281
6,2022,Brinjals,Anuradhapura,1193
6,2022,Cauliflower,Anuradhapura,1206
6,2022,Carrots,Badulla,290
6,2022,Beans,Badulla,903
6,2022,Tomatoes,Badulla,640
6,2022,Turnips,Badulla,399
6,2022,Cabbage,Badulla,1033
6,2022,Potatoes,Badulla,858
6,2022,Leeks,Badulla,1272
6,2022,Beetroot,Badulla,1268
6,2022,Brinjals,Badulla,319
6,2022,Cauliflower,Badulla,1069
6,2022,Carrots,Jaffna,569
6,2022,Beans,Jaffna,1116
6,2022,Tomatoes,Jaffna,360
6,2022,Turnips,Jaffna,970
6,2022,Cabbage,Jaffna,1283
6,2022,Potatoes,Jaffna,1041
6,2022,Leeks,Jaffna,367
6,2022,Beetroot,Jaffna,381
6,2022,Brinjals,Jaffna,835
6,2022,Cauliflower,Jaffna,273
6,2022,Carrots,Trincomalee,958
6,2022,Beans,Trincomalee,1051
6,2022,Tomatoes,Trincomalee,1085
6,2022,Turnips,Trincomalee,757
6,2022,Cabbage,Trincomalee,936
6,2022,Potatoes,Trincomalee,1464
6,2022,Leeks,Trincomalee,806
6,2022,Beetroot,Trincomalee,1289
6,2022,Brinjals,Trincomalee,687
6,2022,Cauliflower,Trincomalee,1132
7,2022,Carrots,Colombo,868
7,2022,Beans,Colombo,930
7,2022,Tomatoes,Colombo,1455
7,2022,Turnips,Colombo,472
7,2022,Cabbage,Colombo,1248
7,2022,Potatoes,Colombo,533
7,2022,Leeks,Colombo,1377
7,2022,Beetroot,Colombo,877
7,2022,Brinjals,Colombo,379
7,2022,Cauliflower,Colombo,1185
7,2022,Carrots,Gampaha,261
7,2022,Beans,Gampaha,454
7,2022,Tomatoes,Gampaha,1175
7,2022,Turnips,Gampaha,1007
7,2022,Cabbage,Gampaha,1230
7,2022,Potatoes,Gampaha,784
7,2022,Leeks,Gampaha,1238
7,2022,Beetroot,Gampaha,1269
7,2022,Brinjals,Gampaha,902
7,2022,Cauliflower,Gampaha,1219
7,2022,Carrots,Kandy,323
7,2022,Beans,Kandy,355
7,2022,Tomatoes,Kandy,671
7,2022,Turnips,Kandy,1495
7,2022,Cabbage,Kandy,274
7,2022,Potatoes,Kandy,829
7,2022,Leeks,Kandy,697
7,2022,Beetroot,Kandy,1411
7,2022,Brinjals,Kandy,210
7,2022,Cauliflower,Kandy,430
7,2022,Carrots,Kurunegala,505
7,2022,Beans,Kurunegala,1084
7,2022,Tomatoes,Kurunegala,1292
7,2022,Turnips,Kurunegala,820
7,2022,Cabbage,Kurunegala,1408
7,2022,Potatoes,Kurunegala,798
7,2022,Leeks,Kurunegala,1452
7,2022,Beetroot,Kurunegala,385
7,2022,Brinjals,Kurunegala,382
7,2022,Cauliflower,Kurunegala,683
7,2022,Carrots,Galle,741
7,2022,Beans,Galle,1466
7,2022,Tomatoes,Galle,1046
7,2022,Turnips,Galle,1256
7,2022,Cabbage,Galle,726
7,2022,Potatoes,Galle,915
7,2022,Leeks,Galle,1462
7,2022,Beetroot,Galle,308
7,2022,Brinjals,Galle,1028
7,2022,Cauliflower,Galle,734
7,2022,Carrots,Matara,1334
7,2022,Beans,Matara,1105
7,2022,Tomatoes,Matara,221
7,2022,Turnips,Matara,1274
7,2022,Cabbage,Matara,1309
7,2022,Potatoes,Matara,1465
7,2022,Leeks,Matara,369
7,2022,Beetroot,Matara,797
7,2022,Brinjals,Matara,481
7,2022,Cauliflower,Matara,322
7,2022,Carrots,Anuradhapura,882
7,2022,Beans,Anuradhapura,951
7,2022,Tomatoes,Anuradhapura,1015
7,2022,Turnips,Anuradhapura,940
7,2022,Cabbage,Anuradhapura,1323
7,2022,Potatoes,Anuradhapura,257
7,2022,Leeks,Anuradhapura,466
7,2022,Beetroot,Anuradhapura,290
7,2022,Brinjals,Anuradhapura,428
7,2022,Cauliflower,Anuradhapura,669
7,2022,Carrots,Badulla,1234
7,2022,Beans,Badulla,1158
7,2022,Tomatoes,Badulla,1239
7,2022,Turnips,Badulla,1290
7,2022,Cabbage,Badulla,346
7,2022,Potatoes,Badulla,1204
7,2022,Leeks,Badulla,1154
7,2022,Beetroot,Badulla,1471
7,2022,Brinjals,Badulla,694
7,2022,Cauliflower,Badulla,316
7,2022,Carrots,Jaffna,602
7,2022,Beans,Jaffna,1351
7,2022,Tomatoes,Jaffna,1435
7,2022,Turnips,Jaffna,1490
7,2022,Cabbage,Jaffna,1150
7,2022,Potatoes,Jaffna,1317
7,2022,Leeks,Jaffna,416
7,2022,Beetroot,Jaffna,878
7,2022,Brinjals,Jaffna,922
7,2022,Cauliflower,Jaffna,1437
7,2022,Carrots,Trincomalee,804
7,2022,Beans,Trincomalee,332
7,2022,Tomatoes,Trincomalee,618
7,2022,Turnips,Trincomalee,267
7,2022,Cabbage,Trincomalee,978
7,2022,Potatoes,Trincomalee,207
7,2022,Leeks,Trincomalee,1427
7,2022,Beetroot,Trincomalee,252
7,2022,Brinjals,Trincomalee,532
7,2022,Cauliflower,Trincomalee,238
8,2022,Carrots,Colombo,696
8,2022,Beans,Colombo,273
8,2022,Tomatoes,Colombo,203
8,2022,Turnips,Colombo,862
8,2022,Cabbage,Colombo,582
8,2022,Potatoes,Colombo,1145
8,2022,Leeks,Colombo,391
8,2022,Beetroot,Colombo,1148
8,2022,Brinjals,Colombo,798
8,2022,Cauliflower,Colombo,724
8,2022,Carrots,Gampaha,460
8,2022,Beans,Gampaha,218
8,2022,Tomatoes,Gampaha,322
8,2022,Turnips,Gampaha,404
8,2022,Cabbage,Gampaha,1365
8,2022,Potatoes,Gampaha,1214
8,2022,Leeks,Gampaha,499
8,2022,Beetroot,Gampaha,1308
8,2022,Brinjals,Gampaha,1286
8,2022,Cauliflower,Gampaha,341
8,2022,Carrots,Kandy,873
8,2022,Beans,Kandy,930
8,2022,Tomatoes,Kandy,892
8,2022,Turnips,Kandy,1196
8,2022,Cabbage,Kandy,1140
8,2022,Potatoes,Kandy,964
8,2022,Leeks,Kandy,654
8,2022,Beetroot,Kandy,226
8,2022,Brinjals,Kandy,1273
8,2022,Cauliflower,Kandy,358
8,2022,Carrots,Kurunegala,1217
8,2022,Beans,Kurunegala,607
8,2022,Tomatoes,Kurunegala,1499
8,2022,Turnips,Kurunegala,369
8,2022,Cabbage,Kurunegala,1496
8,2022,Potatoes,Kurunegala,799
8,2022,Leeks,Kurunegala,1496
8,2022,Beetroot,Kurunegala,947
8,2022,Brinjals,Kurunegala,517
8,2022,Cauliflower,Kurunegala,930
8,2022,Carrots,Galle,765
8,2022,Beans,Galle,1182
8,2022,Tomatoes,Galle,559
